Lat,Long_,FIPS
+37.4236144,-083.6916281,21189
+41.7914949,-076.5021237,42015
+40.5169584,-080.5701643,54029
+38.5032331,-092.2800271,29051
+41.7913818,-086.7425435,26021
+40.4223108,-077.9685953,42061
+42.7112144,-103.1348721,31045
+36.6671385,-080.2864130,51141
+45.0241337,-084.1301067,26119
+44.6872574,-084.1269054,26135
+36.6129638,-104.6401105,35007
+38.4701976,-089.9285459,17163
+38.3531405,-089.4171873,17189
+39.9986204,-078.4947507,42009
+34.8588693,-094.0636413,05127
+37.1914676,-095.2974732,20099
+40.9927352,-080.3344455,42073
+40.2923175,-081.0915651,39067
+35.9209506,-081.1774668,37003
+39.0861425,-074.8477158,34009
+42.9254553,-072.2482169,33005
+48.3627284,-096.3577610,27089
+37.7082604,-077.0910539,51101
+37.6878154,-104.9599278,08055
+28.9089957,-097.8522048,48255
+35.4202530,-088.6113533,47023
+39.6370016,-090.4777707,17171
+39.0945348,-113.5250088,49027
+41.0910273,-111.5778846,49029
+32.5989442,-096.2883773,48257
+33.2388723,-109.2423231,04011
+33.3465408,-112.4955335,04013
+44.3332801,-084.1280728,26129
+36.3542499,-085.6741278,47087
+38.7115523,-088.0856978,17159
+33.9773575,-086.5664400,01009
+48.5596541,-111.0369242,30051
+27.6811232,-098.4973933,48131
+39.5534554,-091.5247867,29173
+32.3798207,-097.3649587,48251
+31.6198309,-084.9925826,13061
+44.4963261,-119.0140572,41023
+43.1859095,-124.0941335,41011
+33.1758457,-095.2190662,48159
+43.5551053,-073.8381388,36113
+38.4120586,-078.2769614,51113
+34.3924691,-096.0365577,40005
+40.0225693,-089.7941326,17129
+34.2409175,-084.8381879,13015
+28.7641128,-081.7122822,12069
+35.6468790,-095.9645800,40111
+47.5813594,-100.3309858,38083
+41.0503837,-086.2650060,18049
+38.8839065,-094.8223295,20091
+38.5226111,-076.5294935,24009
+45.8924885,-091.7964217,55129
+47.8053465,-123.5271357,53031
+18.3756809,-067.1837074,72003
+43.9822682,-091.7767076,27169
+32.3560946,-090.8523838,28149
+39.9888628,-094.8035511,29003
+38.9351835,-091.4654270,29139
+37.1693922,-094.8456975,20021
+36.2514375,-077.6448423,37083
+35.6850913,-106.8831191,35043
+37.1573172,-083.7184326,21051
+41.2453009,-077.6491409,42035
+44.4888982,-122.5372084,41043
+42.6555781,-090.1302916,55065
+36.7043803,-095.9061545,40147
+39.4690296,-079.6688649,54077
+14.1524934,+145.2129037,69100
+44.4780043,-088.9670053,55135
+29.9858774,-100.3073732,48137
+42.7884009,-120.3897896,41037
+36.6495904,-092.4585492,29153
+30.0135781,-095.9821022,48473
+31.5803324,-087.3832656,01099
+44.7240209,-071.7327362,50009
+36.9460943,-078.2419852,51111
+47.4462146,-097.1647538,38097
+34.3175689,-083.8184997,13139
+32.4095857,-082.5708819,13283
+31.5212790,-084.6262895,13037
+46.0498480,-089.5012540,55125
+47.8795077,-095.0050500,27007
+18.1037997,-066.3575862,72043
+17.9480521,-066.9229889,72055
+38.4291957,-076.0474333,24019
+41.0455174,-076.4042599,42037
+39.9170315,-083.7836760,39023
+28.7297873,-100.3166780,48323
+32.1285226,-111.7830267,04019
+34.9320500,-108.0003740,35006
+39.8757858,-074.6630063,34005
+43.5808577,-073.0382023,50021
+31.3241906,-084.9067225,13099
+41.3809696,-070.7014995,25007
+48.2338417,-100.6332668,38049
+42.2107460,-097.1262433,31179
+46.4641952,-098.5260571,38045
+43.6851010,-113.1776308,16023
+44.6525477,-071.2894309,33007
+46.9382725,-099.7311980,38043
+27.4387348,-097.6606203,48273
+41.5099149,-087.0713128,18127
+32.4019702,-089.1184115,28101
+34.9892978,-078.3711743,37163
+35.2888885,-086.3586840,47127
+27.9031220,-082.7395180,12103
+18.1989552,-066.3098329,72019
+38.0852260,-088.5390048,17065
+34.9463629,-092.9268773,05105
+39.7899166,-101.7273254,20023
+38.8617559,-107.8647570,08029
+40.7399827,-093.3326126,19185
+32.7439423,-102.6315614,48165
+34.1382194,-087.8815510,01093
+36.2353679,-081.7098877,37189
+37.2784580,-079.9581739,51770
+32.3098298,-101.9618363,48317
+33.4460621,-094.4223931,48037
+41.2703281,-111.8767944,49057
+39.8075383,-091.6353791,29127
+43.9963890,-076.0529678,36045
+42.1642812,-090.5745965,19097
+47.9186666,-098.2044278,38063
+44.7527120,-073.7056429,36019
+39.5993517,-107.9097802,08045
+39.3084005,-093.9957462,29177
+39.4903424,-082.4834473,39073
+32.1478880,-086.6505859,01085
+32.4039497,-082.0712656,13043
+42.0779506,-091.5976735,19113
+40.6478033,-123.1144760,06105
+32.5101970,-084.8749460,13215
+33.9545268,-090.1722451,28135
+39.5325441,-095.3133975,20005
+18.2771024,-066.8696454,72081
+32.3122581,-102.6402058,48003
+40.0533257,-084.2284135,39109
+35.3986751,-101.8938040,48375
+35.1583657,-096.6028575,40133
+33.5500134,-081.6329830,45003
-14.2198008,-169.5076973,60020
+39.4323876,-123.4428811,06045
+36.6793761,-076.3017884,51550
+14.9367835,+145.6010210,69120
+18.0856688,-066.8579009,72153
+41.6603282,-108.8756774,56037
+33.1837920,-101.3011341,48169
+39.0113612,-078.8417292,54031
+18.1816112,-066.7581652,72001
+43.3607524,-087.4993036,55089
+36.5097137,-082.3012769,47163
+34.4836762,-082.0054952,45059
+44.5892657,-104.5672975,56011
+43.7451995,-087.7321195,55117
+42.1361975,-072.6356476,25013
+29.8323986,-097.6281410,48055
+39.4873286,-097.6413898,20029
+36.5619770,-117.4039269,06027
+32.9314453,-086.2434818,01037
+43.3896107,-095.1960572,19059
+36.8592233,-083.2214968,21095
+39.0021560,-096.7680375,20061
+40.4139565,-075.9268598,42011
+36.2847441,-082.1265932,47019
+44.4091953,-095.8472678,27083
+37.0090421,-078.6585682,51037
+36.2956649,-082.4950374,47179
+34.2897302,-081.6000526,45071
+36.9014184,-076.7075688,51093
+44.7364146,-120.0268608,41069
+36.7151802,-090.4031300,29023
+30.2706285,-091.3658481,22047
+32.8923946,-090.8276129,28125
+38.7440943,-077.8214791,51061
+37.1201194,-080.5591473,51750
+38.9051292,-119.6090191,32005
+29.8101756,-084.7991742,12037
+39.0471466,-087.0047712,18055
+39.6223572,-085.4664031,18139
+43.3911560,-088.2329166,55131
+37.6596879,-092.5948405,29105
+41.3000142,-080.2527863,42085
+35.8277285,-090.6314213,05031
+39.1358403,-093.2041639,29195
+38.0873720,-088.1785848,17193
+40.1814993,-088.9018526,17039
+39.4182344,-114.9006050,32033
+44.4061779,-092.7160003,27049
+35.5688491,-083.4656136,37173
+28.3074646,-082.4645839,12101
+28.7143099,-082.0747031,12119
+40.7296118,-073.5894144,36059
+47.4510624,-097.7189200,38091
+38.0200703,-087.5861659,18163
+38.4083125,-091.0734098,29071
+36.0720900,-081.9202847,37011
+39.2115749,-081.5162531,54107
+46.6341992,-091.1772815,55007
+36.4584642,-087.8118894,47161
+44.4762457,-089.4980699,55097
+33.8925892,-081.2728309,45063
+38.9916189,-076.5608736,24003
+43.7547219,-088.4932840,55039
+38.4834590,-080.4490515,54101
+44.5010638,-087.1630621,55061
+34.5321628,-102.7848533,48369
+36.7269843,-098.8636490,40151
+38.1154380,-083.0972089,21063
+42.3753141,-073.2139479,25003
+39.5179685,-092.9616205,29041
+39.9726223,-108.2007155,08103
+40.2631668,-103.8122783,08087
+43.1880821,-117.6040452,41045
+40.4396214,-074.4074303,34023
+38.9160397,-098.7709489,20167
+41.1989613,-089.2983474,17155
+44.2828847,-101.5954603,46055
+36.5377572,-086.0009596,47111
+35.5663146,-092.0599504,05023
+31.7986508,-085.9416035,01109
+44.8770040,-116.4616241,16003
+41.7476243,-071.0889626,25005
+40.7036820,-076.2177878,42107
+47.5808812,-099.6822538,38103
+35.3346302,-081.5571145,37045
+34.3151767,-092.9441474,05059
+39.4702139,-077.3976277,24021
+40.1569048,-090.6134641,17169
+37.9158363,-118.8751668,06051
+38.0214344,-119.9647335,06109
+32.3499198,-106.8349691,35013
+31.9151491,-083.7535313,13081
+33.2230377,-093.2328433,05027
+47.4563342,-098.2322863,38039
+38.2672255,-121.9395940,06095
+42.8409849,-091.3235764,19043
+33.2145990,-094.9667825,48449
+39.3121395,-078.6119886,54027
+35.3082717,-079.4927248,37125
+38.4812394,-098.7678374,20009
+46.4458338,-103.4624620,38087
+32.4131580,-091.7483534,22083
+41.9068675,-098.9512310,31071
+30.1214329,-091.6114814,22099
+32.5974811,-088.2000571,01119
+34.1546073,-087.3652900,01133
+28.6900918,-081.1319894,12117
+31.1885802,-089.2594467,28035
+42.6035338,-084.3738107,26065
+39.0418053,-095.7556640,20177
+43.6806116,-097.7968454,46061
+47.4908166,-093.6111022,27061
+38.9937401,-103.5075545,08073
+42.9100255,-075.6635749,36053
+43.3123766,-073.4394282,36115
+39.4959859,-086.0946003,18081
+33.1712290,-102.3392840,48445
+35.8595804,-103.8514950,35021
+33.3693135,-086.1759302,01121
+45.2623798,-089.0675484,55067
+33.9633063,-099.8168285,48155
+42.7415219,-095.1414324,19021
+41.0337028,-095.6191010,19129
+29.8300967,-099.8125490,48385
+40.2789411,-083.0074622,39041
+36.1324661,-080.2569608,37067
+39.1530600,-119.7473792,32510
+41.6853206,-094.0407065,19049
+35.4054961,-101.3553558,48065
+32.0421971,-084.2042571,13261
+37.1111058,-090.4538013,29223
+34.5212350,-082.6386029,45007
+41.7035904,-106.9331526,56007
+45.8962319,-112.6600714,30093
+42.3497262,-089.6659942,17177
+43.0886327,-083.2243247,26087
+32.8270432,-092.9897672,22027
+34.0306661,-089.7038072,28161
+18.1739559,-066.9355468,72093
+44.6788808,-085.0889915,26079
+18.4801911,-067.1437616,72005
+30.7206932,-092.4040858,22039
+35.2187853,-088.9886970,47069
+31.8401287,-109.7751627,04003
+31.8980519,-108.7519293,35023
+48.8147537,-103.5093256,38023
+34.8572198,-116.1811967,06071
+37.3380247,-108.5957864,08083
+32.0453738,-088.6879756,28023
+41.3314552,-093.0938490,19125
+41.2970908,-096.1540664,31055
+38.8531833,-077.2990252,51600
+34.7459710,-099.8441936,40057
+37.7336549,-093.8500144,29039
+33.9521852,-083.3671522,13059
+44.8559596,-115.6180612,16085
+33.6166569,-099.7471116,48275
+33.5911684,-092.8784131,05103
+40.1315415,-084.6212484,39037
+36.8148851,-097.1438616,40071
+45.1480490,-100.8379534,46041
+45.4558895,-123.7592988,41057
+33.3528965,-084.7621381,13077
+31.9025047,-089.9177086,28127
+30.7901840,-089.1122970,28131
+37.9194790,-121.9515431,06013
+35.9657478,-088.4523791,47017
+37.6312689,-077.6519216,51087
+39.3173394,-086.8388453,18119
+41.1527698,-073.7459120,36119
+37.3183458,-090.0246043,29017
+37.3826627,-081.6582048,54047
+39.2791820,-080.3864982,54033
+36.2998840,-078.6576338,37077
+41.3497173,-072.9002037,09009
+42.2714129,-097.6109917,31139
+32.4354034,-083.3317174,13023
+33.0601805,-082.0001638,13033
+37.4856444,-089.2446383,17181
+41.1395105,-087.8611165,17091
+46.1170337,-099.4430409,38051
+41.5768655,-097.5134673,31141
+36.3981051,-078.0998993,37185
+18.1306472,-066.2639743,72009
+32.3595317,-084.5295665,13197
+42.9161495,-096.9804680,46027
+38.6732275,-075.3370237,10005
+33.3181691,-083.6901425,13159
+39.4392486,-092.4929595,29175
+37.7736487,-096.8388402,20015
+30.0612247,-098.0292673,48209
+29.3536614,-099.1110846,48325
+43.9966363,-086.7508138,26105
+32.3581510,-080.6895375,45013
+43.0066030,-097.3883614,46135
+42.6698802,-089.0752844,55105
+34.8853801,-082.7233764,45077
+46.2928505,-117.9116345,53013
+40.3059440,-086.4775665,18023
+38.6062953,-089.4262278,17027
+42.8572114,-113.6398404,16067
+41.4392848,-076.5117166,42113
+32.2671233,-089.9460630,28121
+34.0578993,-100.7931519,48345
+43.9283286,-122.8976901,41039
+33.9911025,-098.7168508,48485
+42.9515446,-084.1463518,26155
+39.7770021,-098.2226184,20089
+39.3930256,-098.2073621,20123
+29.9523863,-082.1665990,12007
+31.2301672,-089.8217120,28091
+30.8554305,-088.6422679,28039
+42.3623905,-090.2114705,17085
+39.8225298,-085.7731618,18059
+36.6840142,-076.9413956,51620
+31.8708957,-102.0243264,48329
+38.4818768,-100.9063604,20171
+47.3164427,-111.3505710,30013
+38.4362547,-078.8733028,51660
+37.7303533,-088.9300182,17199
+48.3146779,-114.0542951,30029
+18.0266179,-066.7281249,72111
+37.2009692,-101.3175772,20189
+38.0406759,-084.4582738,21067
+37.8433252,-086.7927612,21091
+45.5892542,-098.3521746,46013
+39.1397248,-079.9969466,54001
+35.2428473,-087.8198433,47181
+42.2103804,-103.0817795,31013
+40.8515244,-076.7098770,42097
+28.7963699,-096.9711977,48469
+37.7293448,-079.3581337,51530
+42.9288035,-082.6689135,26147
+42.1540613,-096.5339428,31173
+44.6037037,-072.6389224,50015
+36.9911825,-079.8827148,51067
+35.8777820,-098.4289343,40011
+47.1244443,-120.6767136,53037
+40.1640793,-085.0057896,18135
+37.2750892,-111.8153290,49025
+39.1111751,-079.5599678,54093
+18.0017167,-066.6066625,72113
+43.2499100,-090.9512302,55023
+34.7641140,-085.9800556,01071
+41.3307969,-092.6363663,19123
+38.8964168,-095.2909475,20045
+37.7316710,-087.0871390,21059
+37.8006287,-083.8200155,21197
+37.2051967,-094.3372594,29097
+45.3040809,-117.9991488,41061
+33.4529466,-084.1540207,13151
+46.0968146,-102.5331983,38001
+35.1475747,-076.6652684,37137
+36.7233435,-088.6498974,21083
+40.5103124,-078.7104629,42021
+35.4244708,-084.6199625,47107
+42.6025316,-083.9117183,26093
+39.8743252,-104.3318718,08001
+41.4402841,-075.6096661,42069
+34.7214447,-096.6919696,40123
+35.9077324,-096.3797931,40037
+30.7692953,-094.3756561,48457
+35.6992335,-085.4584092,47175
+35.2113928,-096.9570070,40125
+41.8580807,-072.3409779,09013
+33.9916579,-106.9391362,35053
+31.2968056,-082.8781511,13003
+30.3352449,-081.6481132,12031
+31.2519298,-096.9341275,48145
+34.9977133,-093.4083032,05149
+37.1814417,-099.2512929,20033
+37.8732908,-084.5839603,21113
+36.7140770,-085.7135080,21171
+34.9214893,-098.9816168,40075
+44.0284497,-097.1232229,46079
+36.3942984,-079.3396090,37033
+30.0058912,-104.2616192,48377
+39.6874785,-083.8948943,39057
+26.4803815,-097.5832561,48489
+18.3508664,-066.1676930,72021
+35.8700469,-106.3079679,35028
+60.3666677,-152.3222833,02122
+30.6592183,-087.7460666,01003
+40.7442964,-092.8730610,19007
+17.7352317,-064.7466437,78010
+37.5101580,-076.9993262,51127
+32.7046026,-084.5300288,13263
+43.7826811,-075.4441402,36049
+38.4598259,-081.0818663,54015
+38.7836039,-085.4400900,18077
+37.3122228,-079.5270799,51019
+35.9828413,-104.9218975,35033
+41.7039345,-098.0704764,31011
+36.6853104,-091.4018272,29149
+36.2857824,-087.7055983,47083
+41.5251726,-076.0087310,42131
+35.2400677,-077.6355095,37107
+39.4291426,-087.3903754,18167
+41.6006928,-085.8639864,18039
+36.6522288,-081.2153240,51077
+33.6114688,-101.8199438,48303
+45.1231555,-094.5273460,27093
+40.8432730,-082.2701271,39005
+41.9099293,-097.6068564,31119
+27.0836036,-080.3982011,12085
+37.5490672,-107.0032360,08079
+34.4428421,-084.1732841,13085
+32.6945842,-082.6639696,13167
+34.6795117,-091.2033099,05095
+37.6835825,-093.0338146,29059
+36.8217206,-079.3985019,51143
+63.6811063,-150.0265438,02068
+38.1814768,-099.2347717,20145
+39.1153842,-094.7630866,20209
+29.5808994,-083.1956656,12029
+43.4879024,-083.4366180,26157
+63.8649972,-143.2186282,02240
+39.3549716,-099.8798939,20065
+30.5834409,-091.9892745,22097
+35.2027228,-087.0353190,47055
+41.6823213,-083.4689033,39095
+35.7669437,-090.0522072,05093
+18.3405618,-067.2773016,72117
+38.3179365,-085.9114742,18043
+37.1852495,-101.8095163,20129
+38.6491599,-084.6259265,21081
+37.3661840,-085.3278364,21217
+35.3483644,-083.8309147,37075
+37.8305905,-081.9408530,54045
+39.3681331,-081.1611724,54073
+37.3180719,-080.6983210,51071
+38.0309328,-081.0860508,54019
+48.0704640,-121.9367840,53061
+32.4578347,-104.3064338,35015
+41.6484137,-101.1208507,31117
+40.1694196,-100.4685764,31145
+42.3947490,-099.4208512,31149
+36.0408218,-087.7904526,47085
+40.2369926,-089.9135746,17125
+36.8998725,-081.0830053,51197
+32.9718435,-082.7981123,13303
+46.4565581,-120.7401446,53077
+35.9712088,-094.2184168,05143
+32.2116334,-095.8534183,48213
+44.7263547,-091.2864137,55035
+35.3723358,-085.4100820,47153
+30.7431631,-095.5698246,48471
+35.8296919,-111.7737277,04005
+37.2366617,-097.4933519,20191
+43.6472546,-086.8075751,26127
+45.9477598,-093.2977883,27065
+41.9066369,-080.7455916,39007
+38.6217831,-119.7983522,06003
+29.2282472,-094.8955112,48167
+32.1017589,-085.7172613,01011
+40.8943761,-088.5528518,17105
+39.7388104,-084.6447584,39135
+39.0134773,-082.6141420,39079
+29.8572730,-095.3930371,48201
+42.4817114,-071.3949166,25017
+18.4551279,-066.3978832,72145
+32.7419338,-101.9473224,48115
+42.8563575,-077.3034968,36069
+61.3498403,-145.0231406,02261
+32.5322367,-086.6464395,01001
+38.5667718,-094.8329626,20121
+32.1643493,-083.1678658,13091
+42.5940390,-076.0762397,36023
+30.9133473,-081.6420006,13039
+42.2523272,-083.8446336,26161
+41.6424683,-085.4263018,18087
+30.7708943,-102.7198600,48371
+32.5713241,-083.8319779,13225
+34.6437760,-083.7434165,13311
+33.0581756,-082.4200036,13163
+44.9965754,-088.2065162,55083
+31.6205598,-094.6202497,48347
+41.4009815,-071.6175979,44009
+48.5484533,-119.7422347,53047
+47.6203752,-117.4033714,53063
+45.6668806,-088.7733265,55041
+45.8649127,-091.1471302,55113
+40.7313751,-074.0786014,34017
+40.8141314,-081.3656673,39151
+29.5835320,-097.9467710,48187
+48.1585538,-122.6706492,53029
+39.3073985,-077.8632200,54037
+38.7011187,-077.4795791,51153
+39.9739654,-075.7497323,42029
+37.4034477,-081.1064560,54055
+35.8472486,-084.5239420,47145
+48.1109034,-123.8898599,53009
+48.3887270,-117.8544544,53065
+40.7541168,-091.9529430,19177
+40.5090947,-099.8232058,31073
+33.8900295,-088.4850379,28095
+30.6116382,-087.3388996,12033
+32.7721191,-097.2912241,48439
+38.8258796,-076.8472724,24033
+36.7127756,-082.6136238,51169
+28.9598019,-096.5890800,48239
+33.9577749,-097.2451238,40085
+32.6658469,-083.4258792,13289
+41.0108798,-080.7703956,39099
+32.3870267,-085.6928870,01087
+38.4318573,-088.4324302,17191
+34.5263193,-101.7438647,48437
+38.4642535,-091.8595036,29151
+41.9395938,-088.4280395,17089
+38.7855320,-120.5343981,06017
+34.3383561,-080.5908847,45055
+36.4421353,-076.7023552,37073
+37.8841698,-103.7212597,08089
+43.2863277,-123.1544760,41019
+41.0562401,-075.3290651,42089
+35.9107424,-093.2158985,05101
+48.7684388,-098.4637903,38019
+36.3849010,-097.2363345,40103
+38.9172385,-100.4873598,20063
+30.7083190,-091.6046207,22077
+40.2552337,-096.6834528,31067
+33.7129627,-086.3156631,01115
+32.4271272,-089.5332094,28123
+31.5325876,-084.2090400,13095
+38.1864398,-086.1036808,18061
+48.3246283,-116.6274521,16017
+34.9002176,-085.1393857,13047
+31.6800826,-092.1615956,22059
+44.5058342,-069.1389521,23027
+39.2522639,-076.9244057,24027
+40.6678828,-111.9242397,49035
+41.8060534,-072.7329157,09003
+41.8249987,-071.9907017,09015
+24.5354143,-082.0069198,12087
+40.4474477,-081.4711573,39157
+40.5612628,-074.1398995,36085
+39.1844221,-083.6013590,39071
+48.7681003,-094.9046335,27077
+43.2163568,-112.3992058,16011
+18.0088725,-067.2098839,72023
+18.1354025,-065.7862286,72069
+18.2241334,-065.9085417,72077
+34.8926452,-082.3720772,45045
+43.8948122,-099.8419253,46085
+44.3030501,-091.3588668,55121
+38.6795954,-121.9024412,06113
+31.8357735,-101.0549114,48431
+31.8314155,-103.0559860,48495
+43.6767350,-101.6263197,46071
+38.7468245,-111.8119299,49041
+37.3610537,-077.0541700,51036
+31.9909539,-088.2488894,01023
+38.6883910,-087.4203544,18083
+40.8673784,-099.8151537,31047
+37.6884159,-099.8847484,20057
+48.3557649,-103.5013332,38105
+46.9270033,-097.2523747,38017
+37.5178517,-088.2661478,17069
+41.5719443,-101.6958984,31005
+28.8693343,-099.1087876,48163
+41.6688774,-091.5889245,19103
+37.5642833,-095.3156826,20133
+38.5635616,-082.9338199,21089
+38.2165494,-094.8449321,20107
+37.8316645,-111.4509076,49017
+39.9777878,-116.2722082,32011
+40.5372337,-101.0479627,31085
+40.5947117,-102.3451047,08095
+33.5604604,-092.5138790,05013
+64.6923172,-146.6017326,02090
+37.7925421,-087.5725767,21101
+33.1259415,-090.0911968,28051
+33.4223134,-088.8761514,28105
+18.2737491,-065.5308947,72037
+18.3039098,-066.3261795,72047
+47.2252211,-109.2321376,30027
+39.5472985,-079.2746192,24023
+32.7321522,-093.3398245,22119
+41.9274606,-084.6374794,26059
+36.8598288,-086.8814363,21141
+43.6849428,-103.4622500,46033
+43.2995786,-071.6800412,33013
+39.9217514,-076.7288887,42133
+35.4027469,-081.9195825,37161
+44.4182649,-098.2794224,46005
+34.1319229,-086.8692666,01043
+33.7012421,-084.7673139,13097
+40.3950099,-096.2653668,31097
+35.8447130,-076.5722906,37187
+43.9519896,-100.6861386,46075
+34.9749961,-080.1099593,37007
+59.0984037,-135.5757906,02100
+47.0070440,-103.3640163,38007
+42.1832253,-098.0580367,31003
+38.4411826,-091.5057795,29073
+37.2070133,-086.6824707,21031
+18.3304347,-064.7352610,78020
+44.1919995,-105.5170141,56005
+33.5934743,-083.4910487,13211
+35.2856921,-090.7639835,05037
+34.4236874,-090.8555931,05107
+30.0247772,-090.7939562,22093
+39.2662469,-121.3407809,06115
+33.2630428,-086.6780894,01117
+38.1547313,-107.7884802,08091
+34.5729841,-103.3460546,35009
+35.2894967,-098.9914359,40149
+36.0625255,-079.1200340,37135
+41.0452718,-086.6925383,18131
+44.6486211,-086.4943263,26019
+42.7527590,-078.7781922,36029
+39.1373815,-077.2030633,24031
+38.7689451,-077.4487670,51685
+38.8783374,-077.1007034,51013
+36.7319632,-080.7278307,51035
+38.7811023,-090.6749153,29183
+36.6107024,-121.0852960,06069
+39.0406929,-076.0824053,24035
+39.8259308,-095.5699047,20013
+32.3917111,-081.7440210,13031
+37.5598780,-082.7433611,21071
+46.3298486,-111.4978728,30007
+32.1052580,-082.7338492,13309
+35.1168292,-077.0813197,37049
+40.0957240,-095.2190716,29087
+36.2801998,-100.2726827,48295
+45.9419320,-123.0810790,41009
+34.0285346,-079.7102329,45041
+48.2102906,-102.3647561,38061
+37.2625308,-113.4878003,49053
+45.4078690,-107.5181625,30003
+41.4273339,-078.6539383,42047
+42.4706119,-103.7321114,31165
+31.6333310,-089.5488968,28031
+18.3776374,-067.0795736,72099
+39.1928644,-086.2397283,18013
+38.4762174,-085.7111221,18019
+37.6181043,-084.8683523,21021
+37.6924493,-083.9639825,21065
+34.9633577,-100.2721351,48087
+29.5962960,-096.5089347,48089
+41.2924096,-088.4010545,17063
+44.4082382,-096.2720323,27081
+32.1530834,-081.8901530,13109
+33.2190947,-097.6539968,48497
+60.9291413,-160.1526246,02050
+32.0466911,-084.5538279,13307
+33.0202261,-083.5623393,13169
+33.9591457,-084.0230870,13135
+45.4620407,-092.4470660,55095
+42.6755218,-089.6050743,55045
+18.2187334,-066.4368987,72107
+41.4279035,-073.7438816,36079
+37.0761659,-076.5219682,51700
+37.9318907,-103.0775841,08011
+34.5939486,-099.4122097,40065
+47.7564968,-115.1803062,30089
+31.8680062,-101.5214944,48173
+35.5085579,-093.8876647,05047
+36.3131189,-098.5420147,40093
+36.5003535,-087.3808865,47125
+48.5438247,-117.2321913,53051
+47.5304586,-101.3530871,38055
+45.5117753,-121.6559762,41027
+42.7330073,-093.7347352,19197
+31.7901394,-094.1425794,48419
+37.9665605,-091.3139328,29055
+38.0683679,-079.7312032,51017
+46.4057250,-095.7145779,27111
+29.4023370,-089.2984889,22075
+34.2270808,-089.0372387,28115
+32.8200082,-091.8003988,22067
+37.9699280,-085.7026414,21029
+32.3335397,-087.1143556,01047
+31.9516447,-098.5496169,48093
+48.5523847,-115.4631849,30053
+18.1471074,-065.9761674,72129
+18.3645557,-066.2446686,72135
+46.9517447,-094.3337048,27021
+37.2023952,-107.0508634,08007
+32.7656747,-090.3879282,28163
+44.4182258,-088.4649883,55087
+39.0687048,-093.8026388,29107
+35.7003569,-077.9215978,37195
+40.5252659,-082.7977288,39117
+46.3959554,-113.4273564,30039
+47.4714315,-098.8728755,38031
+35.5830114,-094.2362187,05033
+30.7896305,-098.2011868,48053
+37.8858449,-090.1615306,29186
+35.4025424,-100.8123736,48179
+40.4558082,-090.6789543,17109
+41.0217348,-095.1577896,19137
+35.5964673,-091.2232051,05067
+31.4508678,-105.3775489,48229
+31.1932037,-092.5359531,22079
+41.0503221,-100.7444808,31111
+33.0836979,-094.3575786,48067
+36.3252950,-088.3002878,47079
+39.1738688,-078.1763562,51840
+34.9344033,-077.9335434,37061
+35.5570986,-082.9728229,37087
+44.6708930,-093.0624813,27037
+43.0644492,-118.9871695,41025
+17.9997862,-065.8964028,72095
+43.9737629,-089.7672232,55001
+40.4072747,-091.7294720,29045
+38.9745952,-084.7314310,21015
+37.7542085,-085.1754162,21229
+31.0885030,-091.9832748,22009
+34.6495527,-089.9431054,28137
+40.4801923,-094.4187477,29227
+41.2187425,-098.9728492,31163
+45.7855747,-100.0021074,46021
+45.5966116,-103.4738669,46063
+43.2923259,-084.6046900,26057
+41.0285502,-094.2450907,19175
+37.2161190,-088.7056578,17127
+41.5421555,-100.4436647,31113
+41.1698005,-098.0310505,31121
+42.5122888,-102.3682795,31161
+36.8577260,-088.9757570,21039
+42.9776447,-106.7682192,56025
+31.5517733,-083.8499598,13321
+39.4826458,-086.4474573,18109
+32.3468783,-096.7969403,48139
+31.3539879,-082.2104267,13229
-14.2662796,-170.6266304,60010
+40.5157575,-085.6549455,18053
+29.4749121,-081.2863054,12035
+31.5500087,-090.1075299,28077
+31.9411871,-092.6412694,22127
+41.3500209,-090.1308378,17073
+44.6410607,-123.9112121,41041
+43.4260188,-070.6684248,23031
+44.9662852,-097.1988375,46029
+33.0907685,-084.3866265,13231
+32.0732250,-084.8349117,13259
+40.2870481,-074.1524456,34025
+36.3673021,-090.4187041,05021
+35.1462865,-092.3247110,05045
+36.3933755,-094.8082170,40041
+41.3311823,-092.1677213,19107
+39.3554444,-090.3877569,17061
+47.5171114,-091.4117038,27075
+33.0344820,-085.0283600,13285
+40.7066554,-123.9261757,06023
+36.1455325,-087.3641546,47043
+45.2741098,-093.2427232,27003
+42.9857990,-097.8841987,46009
+36.1795140,-082.8474854,47059
+36.9266454,-077.2597319,51183
+41.6176989,-086.2881592,18141
+48.7668959,-097.5454045,38067
+43.1869121,-101.6771810,46007
+31.1105625,-093.1815202,22115
+45.4092789,-068.6665979,23019
+38.7483519,-076.1784798,24041
+34.5529139,-083.2902156,13257
+33.7298275,-116.0022389,06065
+36.2807589,-092.3304757,05005
+33.0904703,-089.5886221,28007
+42.0375379,-093.4660934,19169
+37.8560997,-094.8509284,20011
+37.5201891,-078.2528364,51049
+33.9162531,-080.3822876,45085
+58.1086744,-156.4140007,02164
+37.6037173,-081.5488840,54109
+35.3466288,-118.7295064,06029
+33.6391964,-097.2103433,48097
+33.4361350,-080.8029131,45075
+45.2116558,-090.5048529,55119
+43.6662486,-092.7595136,27099
+44.0155943,-095.7615809,27101
+41.8697652,-071.5786261,44007
+37.8663263,-091.7903492,29161
+34.6211043,-088.5221794,28117
+36.7580237,-084.1446485,21235
